Time,Data Year,Data Month,Chesapeake Bay Monthly Mean Streamflow,Log10(Chesapeake Bay Monthly Mean Streamflow),min value,Log10(min value),25-percentile,Log10(25-percentile),75-percentile,Log10(75-percentile),max value,Log10(max value),Rank of Chesapeake Bay Monthly Mean Streamflow,Rank of Chesapeake Bay Annual Mean Streamflow,Chesapeake Bay Annual Mean Streamflow
589,1985,10,30400,4.48287358360875,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,49,76,56750
590,1985,11,160800,5.20628604441243,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,2,-99,-99
591,1985,12,104600,5.01953168453126,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,24,-99,-99
592,1986,1,55300,4.7427251313047,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,68,-99,-99
593,1986,2,127100,5.10414555055401,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,24,-99,-99
594,1986,3,171300,5.23375736296551,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,24,-99,-99
595,1986,4,96200,4.98317507203781,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,66,-99,-99
596,1986,5,53800,4.73078227566639,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,79,-99,-99
597,1986,6,48400,4.68484536164441,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,56,-99,-99
598,1986,7,29800,4.47421626407626,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,56,-99,-99
599,1986,8,31500,4.4983105537896,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,40,-99,-99
600,1986,9,17700,4.24797326636181,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,63,-99,-99
601,1986,10,26000,4.41497334797082,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,54,43,77250
602,1986,11,72700,4.86153441085904,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,27,-99,-99
603,1986,12,111500,5.04727486738418,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,17,-99,-99
604,1987,1,68500,4.83569057149243,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,55,-99,-99
605,1987,2,68500,4.83569057149243,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,67,-99,-99
606,1987,3,117800,5.07114529045108,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,54,-99,-99
607,1987,4,223200,5.34869419026554,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,10,-99,-99
608,1987,5,75900,4.88024177589548,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,60,-99,-99
609,1987,6,37900,4.57863920996807,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,72,-99,-99
610,1987,7,35600,4.55144999797288,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,42,-99,-99
611,1987,8,15500,4.19033169817029,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,77,-99,-99
612,1987,9,70700,4.8494194137969,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,10,-99,-99
613,1987,10,32500,4.51188336097887,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,46,44,77083
614,1987,11,48500,4.68574173860226,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,52,-99,-99
615,1987,12,82400,4.91592721169712,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,41,-99,-99
616,1988,1,63600,4.80345711564841,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,61,-99,-99
617,1988,2,93900,4.97266559226611,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,46,-99,-99
618,1988,3,80000,4.90308998699194,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,82,-99,-99
619,1988,4,70900,4.85064623518307,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,79,-99,-99
620,1988,5,136800,5.1360860973841,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,18,-99,-99
621,1988,6,36800,4.56584781867352,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,77,-99,-99
622,1988,7,21000,4.32221929473392,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,76,-99,-99
623,1988,8,17700,4.24797326636181,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,72,-99,-99
624,1988,9,25000,4.39794000867204,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,42,-99,-99
625,1988,10,17600,4.24551266781415,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,77,73,59167
626,1988,11,47300,4.67486114073781,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,54,-99,-99
627,1988,12,32000,4.50514997831991,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,79,-99,-99
628,1989,1,48900,4.68930885912362,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,71,-99,-99
629,1989,2,53600,4.72916478969277,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,80,-99,-99
630,1989,3,99100,4.99607365448528,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,71,-99,-99
631,1989,4,105800,5.02448566769917,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,58,-99,-99
632,1989,5,217000,5.33645973384853,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,1,-99,-99
633,1989,6,116500,5.06632592536204,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,5,-99,-99
634,1989,7,86600,4.93751789201735,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,3,-99,-99
635,1989,8,38800,4.58883172559421,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,25,-99,-99
636,1989,9,43900,4.64246452024212,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,18,-99,-99
637,1989,10,72900,4.86272752831798,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,15,47,75667
638,1989,11,69900,4.84447717574568,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,31,-99,-99
639,1989,12,37000,4.568201724067,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,76,-99,-99
640,1990,1,95900,4.98181860717066,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,35,-99,-99
641,1990,2,152800,5.18412335423967,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,12,-99,-99
642,1990,3,77500,4.88930170250631,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,83,-99,-99
643,1990,4,104800,5.02036128264771,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,60,-99,-99
644,1990,5,110400,5.04296907339318,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,35,-99,-99
645,1990,6,65700,4.81756536955978,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,36,-99,-99
646,1990,7,50100,4.69983772586725,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,19,-99,-99
647,1990,8,38300,4.58319877396862,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,27,-99,-99
648,1990,9,30300,4.48144262850231,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,33,-99,-99
649,1990,10,130500,5.1156105116743,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,3,49,75500
650,1990,11,79800,4.90200289135073,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,20,-99,-99
651,1990,12,128500,5.10890312766731,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,14,-99,-99
652,1991,1,159700,5.20330491613848,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,10,-99,-99
653,1991,2,93100,4.96894968098134,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,47,-99,-99
654,1991,3,153000,5.1846914308176,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,36,-99,-99
655,1991,4,109100,5.03782475058834,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,57,-99,-99
656,1991,5,58500,4.76715586608218,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,71,-99,-99
657,1991,6,25300,4.40312052117582,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,83,-99,-99
658,1991,7,24600,4.39093510710338,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,66,-99,-99
659,1991,8,22400,4.35024801833416,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,59,-99,-99
660,1991,9,14400,4.15836249209525,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,76,-99,-99
661,1991,10,16200,4.20951501454263,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,81,30,83333
662,1991,11,22500,4.35218251811136,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,80,-99,-99
663,1991,12,50400,4.70243053644553,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,66,-99,-99
664,1992,1,57100,4.75663610824585,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,66,-99,-99
665,1992,2,53400,4.72754125702856,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,81,-99,-99
666,1992,3,124000,5.09342168516224,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,50,-99,-99
667,1992,4,129300,5.11159852488039,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,44,-99,-99
668,1992,5,77100,4.88705437805096,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,59,-99,-99
669,1992,6,65700,4.81756536955978,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,35,-99,-99
670,1992,7,43000,4.63346845557959,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,27,-99,-99
671,1992,8,38900,4.58994960132571,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,24,-99,-99
672,1992,9,38300,4.58319877396862,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,20,-99,-99
673,1992,10,35600,4.55144999797288,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,38,72,59500
674,1992,11,89900,4.95375969173323,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,15,-99,-99
675,1992,12,100800,5.00346053210951,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,26,-99,-99
676,1993,1,123600,5.0920184707528,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,17,-99,-99
677,1993,2,55500,4.74429298312268,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,77,-99,-99
678,1993,3,226700,5.35545152012652,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,4,-99,-99
679,1993,4,389600,5.59061894820658,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,1,-99,-99
680,1993,5,88300,4.94596070357757,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,49,-99,-99
681,1993,6,36700,4.56466606425209,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,76,-99,-99
682,1993,7,21300,4.32837960343874,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,75,-99,-99
683,1993,8,18200,4.26007138798508,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,71,-99,-99
684,1993,9,19600,4.29225607135648,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,57,-99,-99
685,1993,10,24500,4.38916608436453,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,59,13,100667
686,1993,11,76800,4.88536122003151,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,24,-99,-99
687,1993,12,123600,5.0920184707528,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,15,-99,-99
688,1994,1,68200,4.83378437465648,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,54,-99,-99
689,1994,2,155500,5.19173039336286,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,11,-99,-99
690,1994,3,299500,5.47639682672533,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,1,-99,-99
691,1994,4,234800,5.37069809257558,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,7,-99,-99
692,1994,5,86600,4.93751789201735,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,50,-99,-99
693,1994,6,44800,4.65127801399814,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,61,-99,-99
694,1994,7,43600,4.63948648926859,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,23,-99,-99
695,1994,8,83400,4.92116605063774,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,3,-99,-99
696,1994,9,35900,4.55509444857832,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,23,-99,-99
697,1994,10,28000,4.44715803134222,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,53,11,106500
698,1994,11,42800,4.63144376901317,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,56,-99,-99
699,1994,12,84300,4.92582757462474,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,38,-99,-99
700,1995,1,126300,5.10140335055533,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,16,-99,-99
701,1995,2,56300,4.75050839485135,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,76,-99,-99
702,1995,3,88800,4.9484129657786,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,76,-99,-99
703,1995,4,59100,4.77158748088126,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,85,-99,-99
704,1995,5,59900,4.77742682238931,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,68,-99,-99
705,1995,6,68700,4.83695673705955,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,30,-99,-99
706,1995,7,58700,4.76863810124762,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,12,-99,-99
707,1995,8,20800,4.31806333496276,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,62,-99,-99
708,1995,9,13700,4.13672056715641,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,75,-99,-99
709,1995,10,50600,4.7041505168398,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,24,74,59000
710,1995,11,80500,4.90579588036787,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,19,-99,-99
711,1995,12,69100,4.8394780473742,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,52,-99,-99
712,1996,1,246100,5.3911116137028,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,1,-99,-99
713,1996,2,137900,5.13956426617585,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,16,-99,-99
714,1996,3,151200,5.17955179116519,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,37,-99,-99
715,1996,4,138200,5.14050804303818,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,39,-99,-99
716,1996,5,155400,5.1914510144649,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,6,-99,-99
717,1996,6,84500,4.92685670894969,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,13,-99,-99
718,1996,7,54800,4.73878055848437,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,16,-99,-99
719,1996,8,56300,4.75050839485135,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,10,-99,-99
720,1996,9,134700,5.12936759572299,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,5,-99,-99
721,1996,10,99700,4.99869515831166,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,9,5,113250
722,1996,11,129900,5.11360915107303,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,6,-99,-99
723,1996,12,221100,5.34458874257871,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,1,-99,-99
724,1997,1,79200,4.89872518158949,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,46,-99,-99
725,1997,2,111500,5.04727486738418,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,31,-99,-99
726,1997,3,160900,5.20655604409903,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,29,-99,-99
727,1997,4,83600,4.92220627743902,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,77,-99,-99
728,1997,5,62100,4.79309160017658,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,66,-99,-99
729,1997,6,61900,4.79169064902012,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,39,-99,-99
730,1997,7,25900,4.41329976408125,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,63,-99,-99
731,1997,8,19500,4.29003461136252,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,68,-99,-99
732,1997,9,20100,4.30319605742049,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,56,-99,-99
733,1997,10,18400,4.26481782300954,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,76,20,89667
734,1997,11,82900,4.91855453055027,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,18,-99,-99
735,1997,12,57300,4.75815462196739,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,62,-99,-99
736,1998,1,196600,5.29358351349612,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,3,-99,-99
737,1998,2,228900,5.35964579267454,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,1,-99,-99
738,1998,3,222900,5.34811006848024,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,9,-99,-99
739,1998,4,178200,5.25090769970086,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,19,-99,-99
740,1998,5,152400,5.18298496700358,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,8,-99,-99
741,1998,6,59300,4.77305469336426,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,41,-99,-99
742,1998,7,42700,4.63042787502502,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,26,-99,-99
743,1998,8,20600,4.31386722036915,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,61,-99,-99
744,1998,9,14300,4.15533603746506,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,74,-99,-99
745,1998,10,17700,4.24797326636181,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,75,12,106167
746,1998,11,15100,4.17897694729317,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,86,-99,-99
747,1998,12,17200,4.23552844690755,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,87,-99,-99
748,1999,1,82900,4.91855453055027,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,42,-99,-99
749,1999,2,72500,4.86033800657099,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,62,-99,-99
750,1999,3,108700,5.0362295440863,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,60,-99,-99
751,1999,4,99200,4.99651167215418,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,64,-99,-99
752,1999,5,45900,4.66181268553726,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,85,-99,-99
753,1999,6,17700,4.24797326636181,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,86,-99,-99
754,1999,7,13400,4.12710479836481,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,85,-99,-99
755,1999,8,12700,4.10380372095596,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,80,-99,-99
756,1999,9,44000,4.64345267648619,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,17,-99,-99
757,1999,10,51500,4.71180722904119,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,23,85,45583
758,1999,11,34000,4.53147891704226,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,64,-99,-99
759,1999,12,68500,4.83569057149243,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,51,-99,-99
760,2000,1,48200,4.68304703823885,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,73,-99,-99
761,2000,2,87600,4.94250410616808,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,52,-99,-99
762,2000,3,142300,5.15320490008428,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,42,-99,-99
763,2000,4,151700,5.18098558078673,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,33,-99,-99
764,2000,5,86000,4.93449845124357,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,51,-99,-99
765,2000,6,70800,4.85003325768977,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,26,-99,-99
766,2000,7,33600,4.52633927738984,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,47,-99,-99
767,2000,8,33500,4.52504480703685,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,35,-99,-99
768,2000,9,36300,4.55990662503611,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,22,-99,-99
769,2000,10,27600,4.44090908206522,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,52,60,70500
770,2000,11,24200,4.38381536598043,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,79,-99,-99
771,2000,12,54100,4.73319726510657,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,65,-99,-99
772,2001,1,36100,4.55750720190566,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,79,-99,-99
773,2001,2,65200,4.81424759573192,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,70,-99,-99
774,2001,3,103000,5.01283722470517,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,66,-99,-99
775,2001,4,149200,5.17376882313665,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,34,-99,-99
776,2001,5,51000,4.70757017609794,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,81,-99,-99
777,2001,6,52300,4.71850168886727,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,50,-99,-99
778,2001,7,24900,4.39619934709574,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,65,-99,-99
779,2001,8,22200,4.34635297445064,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,58,-99,-99
780,2001,9,18800,4.27415784926368,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,60,-99,-99
781,2001,10,17100,4.23299611039215,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,79,80,52333
782,2001,11,15700,4.19589965240923,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,85,-99,-99
783,2001,12,38500,4.5854607295085,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,73,-99,-99
784,2002,1,28000,4.44715803134222,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,84,-99,-99
785,2002,2,55500,4.74429298312268,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,75,-99,-99
