OBJECTID,x,y,Sheltered_Coastline,Geomorphology_Hazard,Elevation_Hazard,Sea_Level_Rise_Hazard,Wave_Hazard,storm_surge_hazard,Erosion_Rate_Hazard,Forest_Present,Marsh_Present,Dune_Present,Oyster_Reef_Present,Underwater_Grass_Present,Hazard_with_Habitats,Hazard_without_Habitats,Hazard_Reduction_by_Habitats,Community_Flood_Risk_Max,Community_Flood_Risk_Nearest,Shoreline_Priority_Area,County,EI_wHAB,EI_woHAB,hab_role,NearRiskD,Latitude,Longitude
11044,487548.774493,4235947.23155,Yes,Very High,High,Low,Low,Very High,Low,Yes,Yes,No,No,Yes - dense,Moderate,High,High,Very High,Moderate,Tier 1,Worcester,2.72893,3.27024007,0.54130799,1008.32421875,38.27070685,-75.14080714
11045,489048.774493,4235947.23155,Yes,Very High,High,Low,Low,Very High,Low,No,Yes,Yes,No,Yes - dense,Moderate,High,Moderate,n/a,n/a,n/a,Worcester,2.92459011,3.27024007,0.345651,2110.53173828,38.27037431,-75.12293375
11046,489548.774493,4235947.23155,No,Very High,High,Very High,Very High,Very High,Very High,No,No,Yes,No,No,High,High,Low,n/a,n/a,n/a,Worcester,4.56401014,4.84313011,0.27911901,2479.58154297,38.2709507,-75.11789181
11047,338548.774493,4235697.23155,No,Very Low,Moderate,Very High,High,Very High,Low,Yes,No,No,No,No,Moderate,High,Moderate,Very High,Very High,Tier 1,Charles,2.71234989,3.13857007,0.42621499,2.49431133,38.25572056,-76.84487845
11048,341298.774493,4235697.23155,Yes,Moderate,Moderate,Moderate,High,High,Low,No,No,No,No,No,High,High,None,Very High,Low,n/a,St. Mary's,3.30640006,3.30640006,0,66.27045441,38.25289149,-76.81184572
11049,341798.774493,4235697.23155,No,Low,Moderate,Moderate,High,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Low,Tier 1,St. Mary's,2.50827003,2.99467993,0.48640901,28.31061554,38.25509257,-76.80541414
11050,343298.774493,4235697.23155,Yes,Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,St. Mary's,2.05762005,2.45664001,0.399019,16.89130974,38.25556178,-76.79131501
11051,348548.774493,4235697.23155,Yes,Very Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,No,No,No,No,Low,Moderate,Low,Very High,Moderate,Tier 2,St. Mary's,1.92288005,2.22503996,0.30215901,5.15455437,38.25642772,-76.73208037
11052,349548.774493,4235697.23155,Yes,Low,Moderate,Moderate,Moderate,Very Low,Very Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,High,Very Low,Tier 2,St. Mary's,1.86363995,2.22503996,0.36140099,101.24030304,38.25713698,-76.72049512
11053,350548.774493,4235697.23155,Yes,Very High,Low,Moderate,Moderate,Moderate,Low,Yes,No,No,No,No,Moderate,High,Moderate,High,High,Tier 1,St. Mary's,2.67182994,3.09168005,0.419848,769.35186768,38.25767131,-76.70659819
11054,351548.774493,4235697.23155,Yes,Very High,Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,2.21339011,2.64262009,0.42922601,457.53234863,38.25660266,-76.69683035
11055,355548.774493,4235697.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,High,High,n/a,St. Mary's,1.71254003,1.98164999,0.269106,166.68777466,38.25746836,-76.64766778
11056,377548.774493,4235697.23155,No,Very High,Very Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Very High,Tier 2,St. Mary's,2.00471997,2.39348006,0.38876,19.61436272,38.26089789,-76.39915555
11057,396048.774493,4235697.23155,No,Very High,Very High,High,High,Moderate,Moderate,Yes,Yes,No,No,No,High,High,High,Very High,Very High,Tier 1,Dorchester,3.39562988,4.05412006,0.65848702,171.94680786,38.2640991,-76.18631909
11058,397048.774493,4235697.23155,Yes,Very Low,Very High,High,Moderate,Moderate,Low,Yes,Yes,No,No,Yes,Moderate,Moderate,High,Very High,Very High,Tier 1,Dorchester,2.44152999,2.91769004,0.47615799,0,38.26352851,-76.17653102
11059,403298.774493,4235697.23155,Yes,Very High,Very High,High,Moderate,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,n/a,n/a,n/a,Dorchester,3.40216994,3.9498899,0.54771399,2371.8503418,38.26271436,-76.10641642
11060,404048.774493,4235697.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,High,High,Tier 1,Dorchester,3.21070004,3.72759008,0.51688999,1588.30981445,38.26277921,-76.09446116
11061,404548.774493,4235697.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,Very High,High,Tier 1,Dorchester,3.21070004,3.72759008,0.51688999,1250.52819824,38.26356886,-76.09066935
11062,404798.774493,4235697.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,Very High,High,Tier 1,Dorchester,3.21070004,3.72759008,0.51688999,1250.52819824,38.26356886,-76.09066935
11063,409298.774493,4235697.23155,Yes,Very High,Very High,High,Moderate,High,Moderate,Yes,Yes,No,No,No,High,High,High,Very High,High,Tier 1,Dorchester,3.39562988,4.05412006,0.65848702,878.15716553,38.26411817,-76.03537911
11064,413798.774493,4235697.23155,Yes,Very High,Very High,High,High,High,High,No,Yes,No,No,Yes,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.99464989,4.40142012,0.406766,4486.04736328,38.26550479,-75.98415824
11065,415798.774493,4235697.23155,Yes,Very High,Very High,High,Very Low,High,Low,No,Yes,No,No,No,Moderate,High,Low,n/a,n/a,n/a,Dorchester,2.97033,3.27024007,0.29991499,4377.68847656,38.26536635,-75.9624754
11066,416548.774493,4235697.23155,Yes,Very High,Very High,High,Low,High,Low,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.27951002,3.61064005,0.33113399,3661.17529297,38.26555823,-75.95428418
11067,419298.774493,4235697.23155,Yes,High,Very High,High,Moderate,Low,Very Low,Yes,No,No,No,No,Moderate,High,Moderate,Very High,Moderate,Tier 2,Wicomico,2.62724996,3.0401001,0.41284299,766.25366211,38.26467131,-75.92035069
11068,430048.774493,4235697.23155,Yes,Low,High,High,Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,High,n/a,Wicomico,2.56990004,3.06824994,0.49835899,186.33409119,38.26541284,-75.79834804
11069,430298.774493,4235697.23155,Yes,Low,High,High,Very Low,High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,High,n/a,Wicomico,2.32762003,2.77899003,0.45137599,32.57023239,38.26670698,-75.7969603
11070,482548.774493,4235697.23155,Yes,Very High,Moderate,Low,Very Low,High,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Moderate,Low,Tier 2,Worcester,2.3062501,2.75348997,0.44723299,644.53015137,38.26913826,-75.19970396
11071,487298.774493,4235697.23155,Yes,Very High,High,Low,Low,Very High,Low,Yes,Yes,No,No,Yes - dense,Moderate,High,High,Very High,Very High,Tier 1,Worcester,2.72893,3.27024007,0.54130799,914.1149292,38.26870728,-75.14349498
11072,488798.774493,4235697.23155,Yes,Very High,High,Low,Low,Very High,Low,No,Yes,Yes,No,Yes,Moderate,High,Moderate,n/a,n/a,n/a,Worcester,2.93141007,3.27024007,0.33883101,2097.92675781,38.26805642,-75.12504517
11073,489548.774493,4235697.23155,No,Very High,High,Very High,Very High,Very High,Very High,No,No,Yes,No,No,High,High,Low,n/a,n/a,n/a,Worcester,4.56401014,4.84313011,0.27911901,2491.65039063,38.26904588,-75.11889025
11074,341048.774493,4235447.23155,No,Moderate,Moderate,Moderate,High,High,Low,No,No,No,No,No,High,High,None,Very High,Low,n/a,St. Mary's,3.30640006,3.30640006,0,61.08456421,38.25210948,-76.81266969
11075,341548.774493,4235447.23155,Yes,Very High,Moderate,Moderate,High,High,Low,Yes,No,No,No,No,High,High,High,Very High,Low,Tier 1,St. Mary's,3.07369995,3.55669999,0.482997,69.06437683,38.25310984,-76.81091164
11076,341798.774493,4235447.23155,No,High,Moderate,Moderate,High,High,Low,Yes,No,No,No,No,Moderate,High,High,Very High,Moderate,Tier 1,St. Mary's,2.97726989,3.44511008,0.46784401,92.40631866,38.25255902,-76.80882529
11077,343298.774493,4235447.23155,Yes,Very Low,Moderate,Moderate,Moderate,High,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,St. Mary's,2.27180004,2.71234989,0.440552,1.11199188,38.25442651,-76.79041767
11078,343548.774493,4235447.23155,Yes,Very Low,Moderate,Moderate,Low,High,Very Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Moderate,Tier 2,St. Mary's,1.94183004,2.31838989,0.37656301,6.31392908,38.25360448,-76.78724838
11079,348048.774493,4235447.23155,Yes,Very Low,Moderate,Moderate,Very Low,Low,Low,Yes,No,No,No,No,Low,Moderate,Low,Very High,Very Low,Tier 2,St. Mary's,1.81465995,2.0998199,0.28515401,11.34009933,38.25343733,-76.73576437
11080,348548.774493,4235447.23155,Yes,Very Low,Moderate,Moderate,Moderate,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,St. Mary's,2.05762005,2.45664001,0.399019,15.18952179,38.25355144,-76.73159972
11081,348798.774493,4235447.23155,Yes,Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very Low,Tier 2,St. Mary's,2.05762005,2.45664001,0.399019,352.46664429,38.25484462,-76.72745696
11082,349048.774493,4235447.23155,Yes,Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Very Low,Tier 2,St. Mary's,2.12302995,2.45664001,0.33361,320.3734436,38.25424654,-76.72522412
11083,349298.774493,4235447.23155,Yes,Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,High,Very Low,Tier 2,St. Mary's,2.12302995,2.45664001,0.33361,88.525383,38.25453511,-76.7224192
11084,350548.774493,4235447.23155,Yes,Very High,Low,Moderate,Moderate,Moderate,Low,Yes,Yes,No,No,No,Moderate,High,High,High,High,Tier 1,St. Mary's,2.58951998,3.09168005,0.50216401,1024.17419434,38.25465416,-76.70552903
11085,351548.774493,4235447.23155,Yes,Very High,Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,2.21339011,2.64262009,0.42922601,630.92602539,38.2548755,-76.69682166
11086,355548.774493,4235447.23155,Yes,Very High,Low,Moderate,Low,High,Low,Yes,No,No,No,No,Moderate,High,Moderate,High,Low,Tier 2,St. Mary's,2.62724996,3.0401001,0.41284299,13.12603855,38.25478739,-76.64859139
11087,377548.774493,4235447.23155,No,Low,Very Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Very High,Tier 2,St. Mary's,1.75875998,2.0998199,0.34106201,0,38.25872321,-76.39914636
11088,396298.774493,4235447.23155,No,High,Very High,High,High,Moderate,High,Yes,Yes,No,No,No,High,High,High,Very High,Very High,Tier 1,Dorchester,3.42707992,4.09167004,0.66458702,100.67120361,38.2619209,-76.1845033
11089,396798.774493,4235447.23155,Yes,Very Low,Very High,High,Moderate,Moderate,Very Low,Yes,Yes,No,No,Yes,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Dorchester,2.21134996,2.64262009,0.43126699,34.91683578,38.26027677,-76.17902539
11090,403048.774493,4235447.23155,Yes,Very High,Very High,High,High,Very High,Moderate,Yes,No,No,No,Yes - dense,High,High,High,n/a,n/a,n/a,Dorchester,3.75629997,4.3610301,0.604725,2479.55322266,38.26198843,-76.10723687
11091,403548.774493,4235447.23155,Yes,Very High,Very High,High,Moderate,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,n/a,n/a,n/a,Dorchester,3.40216994,3.9498899,0.54771399,2371.62353516,38.2613615,-76.10396162
11092,404048.774493,4235447.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,High,High,Tier 1,Dorchester,3.21070004,3.72759008,0.51688999,1587.13305664,38.26265333,-76.09443064
11093,409298.774493,4235447.23155,Yes,Very High,Very High,High,Moderate,High,Low,Yes,Yes,No,No,No,High,High,High,Very High,High,Tier 1,Dorchester,3.20453,3.82595992,0.62142903,962.32006836,38.2622851,-76.03614194
11094,414048.774493,4235447.23155,Yes,Very High,Very High,High,High,High,Moderate,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.8368001,4.22419977,0.38740301,4734.60449219,38.26369474,-75.9815766
11095,416048.774493,4235447.23155,Yes,Very High,Very High,High,Very Low,High,Low,No,Yes,No,No,No,Moderate,High,Low,n/a,n/a,n/a,Dorchester,2.97033,3.27024007,0.29991499,4106.17333984,38.26311032,-75.95959535
11096,416298.774493,4235447.23155,Yes,Very High,Very High,High,Low,High,Low,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.27951002,3.61064005,0.33113399,3842.24438477,38.26322055,-75.95655971
11097,419548.774493,4235447.23155,Yes,High,Very High,High,Moderate,Low,Very Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,Tier 1,Wicomico,2.54630995,3.0401001,0.49378601,697.20483398,38.26420577,-75.91919761
11098,430048.774493,4235447.23155,Yes,Low,High,High,Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,High,n/a,Wicomico,2.56990004,3.06824994,0.49835899,343.68600464,38.2641041,-75.79904461
11099,487548.774493,4235447.23155,Yes,Low,High,Low,Low,Very High,Low,No,No,No,No,Yes - dense,Moderate,Moderate,Low,Very High,Very High,n/a,Worcester,2.78393006,2.86900997,0.0850785,737.1741333,38.26636124,-75.14357127
11100,488798.774493,4235447.23155,Yes,Very High,High,Low,Low,Very High,Low,No,Yes,Yes,No,Yes,Moderate,High,Moderate,n/a,n/a,n/a,Worcester,2.93141007,3.27024007,0.33883101,2139.38745117,38.26617432,-75.12647379
11101,489548.774493,4235447.23155,No,Very High,High,Very High,Very High,Very High,Very High,No,No,Yes,No,No,High,High,Low,n/a,n/a,n/a,Worcester,4.56401014,4.84313011,0.27911901,2526.06640625,38.26718368,-75.11983135
11102,341298.774493,4235197.23155,No,Moderate,Moderate,Moderate,High,High,Low,No,No,No,No,No,High,High,None,Very High,Low,n/a,St. Mary's,3.30640006,3.30640006,0,48.07048798,38.2518152,-76.81251366
11103,342048.774493,4235197.23155,No,Low,Moderate,Moderate,High,Moderate,Very Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,St. Mary's,2.34401989,2.71234989,0.36833501,0,38.25180708,-76.80384876
11104,342298.774493,4235197.23155,No,Low,Moderate,Moderate,High,Moderate,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,2.58801007,2.99467993,0.40667599,0,38.25080129,-76.80238068
11105,342548.774493,4235197.23155,No,Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,St. Mary's,2.12302995,2.45664001,0.33361,2.41897893,38.25019539,-76.79886913
11106,342798.774493,4235197.23155,No,Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,2.05762005,2.45664001,0.399019,0,38.25074679,-76.79649314
11107,343048.774493,4235197.23155,Yes,Very Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.86363995,2.22503996,0.36140099,0,38.25094736,-76.79366843
11108,343298.774493,4235197.23155,Yes,Very Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Moderate,Tier 2,St. Mary's,1.86363995,2.22503996,0.36140099,0,38.25138062,-76.79108102
11109,343798.774493,4235197.23155,Yes,Very Low,Moderate,Moderate,Low,High,Low,No,Yes,No,No,No,Moderate,Moderate,Low,Very High,Low,n/a,St. Mary's,2.32495999,2.55971003,0.234752,0,38.25130476,-76.78502724
11110,348298.774493,4235197.23155,Yes,Very Low,Moderate,Moderate,Very Low,Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.75875998,2.0998199,0.34106201,1.0564394,38.25229185,-76.73375306
11111,350548.774493,4235197.23155,Yes,Very High,Low,Moderate,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,High,High,Tier 1,St. Mary's,2.44377995,2.91769004,0.47390401,1376.13708496,38.25139213,-76.70580375
11112,351298.774493,4235197.23155,Yes,Very High,Low,Moderate,Moderate,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Low,Tier 1,St. Mary's,2.69815993,3.22139001,0.52323198,973.02642822,38.25224177,-76.69894729
11113,355298.774493,4235197.23155,Yes,Low,Low,Moderate,Low,High,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,High,High,Tier 2,St. Mary's,2.23390007,2.66709995,0.433202,24.91544914,38.25163036,-76.65008332
11114,377548.774493,4235197.23155,No,Low,Very Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.75875998,2.0998199,0.34106201,205.19963074,38.25658421,-76.39880113
11115,396548.774493,4235197.23155,No,Very Low,Very High,High,High,Moderate,High,Yes,Yes,No,No,Yes,Moderate,High,High,Very High,Very High,Tier 1,Dorchester,2.80875993,3.35653996,0.547777,67.90305328,38.25958505,-76.18151444
11116,397048.774493,4235197.23155,Yes,Low,Very High,High,Moderate,Moderate,Low,Yes,Yes,No,No,Yes,Moderate,High,High,Very High,Very High,Tier 1,Dorchester,2.69566989,3.22139001,0.52572101,17.14143562,38.2590141,-76.17730878
11117,397548.774493,4235197.23155,Yes,Very High,Very High,High,Moderate,High,Low,Yes,Yes,No,No,Yes,High,High,High,Very High,Very High,Tier 1,Dorchester,3.20157003,3.82595992,0.624385,307.77307129,38.25731656,-76.17090771
11118,403048.774493,4235197.23155,Yes,Very High,Very High,High,High,Very High,Moderate,Yes,No,No,No,Yes - dense,High,High,High,n/a,n/a,n/a,Dorchester,3.75629997,4.3610301,0.604725,2523.96533203,38.26138685,-76.10708018
11119,403548.774493,4235197.23155,Yes,Very High,Very High,High,Low,Very High,Moderate,Yes,No,No,No,Yes - dense,High,High,High,n/a,n/a,n/a,Dorchester,3.40216994,3.9498899,0.54771399,2294.7487793,38.25996692,-76.10206522
11120,403798.774493,4235197.23155,Yes,Very High,Very High,High,Low,Very High,Very Low,Yes,No,No,No,Yes - dense,Moderate,High,High,n/a,n/a,n/a,Dorchester,2.90801001,3.37616992,0.46815899,2264.42285156,38.25875613,-76.10133331
11121,404048.774493,4235197.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,High,High,Tier 1,Dorchester,3.21070004,3.72759008,0.51688999,1968.59155273,38.25730308,-76.09711459
11122,409048.774493,4235197.23155,Yes,Very High,Very High,High,Low,Moderate,Moderate,Yes,Yes,No,No,No,High,High,High,Very High,High,Tier 1,Dorchester,3.07550001,3.67191005,0.596407,726.37994385,38.25917849,-76.0381922
11123,414298.774493,4235197.23155,Yes,Very High,Very High,High,High,High,High,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.99776006,4.40142012,0.40365601,5007.20068359,38.26179727,-75.9784664
11124,414548.774493,4235197.23155,Yes,Very High,Very High,High,Moderate,High,High,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.8368001,4.22419977,0.38740301,5162.68310547,38.26070043,-75.97678538
11125,416048.774493,4235197.23155,Yes,Very High,Very High,High,Very Low,High,Low,No,Yes,No,No,No,Moderate,High,Low,n/a,n/a,n/a,Dorchester,2.97033,3.27024007,0.29991499,4060.57470703,38.26037977,-75.95919195
11126,416548.774493,4235197.23155,Yes,Very High,Very High,High,Low,High,Low,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.27951002,3.61064005,0.33113399,3594.30566406,38.2609359,-75.953859
11127,419798.774493,4235197.23155,Yes,Low,Very High,High,Moderate,Low,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,Tier 1,Wicomico,2.54630995,3.0401001,0.49378601,285.04995728,38.26179236,-75.91558189
11128,424298.774493,4235197.23155,Yes,Very High,Very High,High,Very Low,Very High,Low,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Wicomico,3.06654,3.37616992,0.30963001,2232.70092773,38.26095961,-75.86480868
11129,427798.774493,4235197.23155,Yes,High,Very High,High,Low,Very High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,High,Tier 1,Wicomico,3.02417994,3.61064005,0.586456,239.55737305,38.26194396,-75.8253531
11130,428048.774493,4235197.23155,Yes,Very Low,Very High,High,Low,High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,High,Tier 1,Wicomico,2.40300989,2.86900997,0.465996,5.39259958,38.26190944,-75.82244073
11131,428298.774493,4235197.23155,Yes,Very Low,High,High,Low,High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,High,Tier 1,Wicomico,2.32762003,2.77899003,0.45137599,22.1612339,38.26177679,-75.81980213
11132,430048.774493,4235197.23155,Yes,Low,High,High,Very Low,High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,n/a,Wicomico,2.32762003,2.77899003,0.45137599,558.69274902,38.26208875,-75.80001984
11133,482298.774493,4235197.23155,Yes,Very High,Moderate,Low,Very Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Moderate,Low,Tier 2,Worcester,2.08882999,2.49390006,0.40507001,896.80554199,38.26458741,-75.20152417
11134,487048.774493,4235197.23155,Yes,Very High,High,Low,Low,Very High,Low,Yes,Yes,No,No,Yes - dense,Moderate,High,High,Very High,Very High,Tier 1,Worcester,2.72893,3.27024007,0.54130799,325.07321167,38.26459549,-75.14780292
11135,487298.774493,4235197.23155,Yes,Low,High,Low,Low,Very High,Low,Yes,No,No,No,Yes - dense,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Worcester,2.47116995,2.86900997,0.39783299,578.84637451,38.26563831,-75.14513946
11136,488548.774493,4235197.23155,Yes,Very High,High,Low,Low,Very High,Low,Yes,Yes,Yes,No,Yes,Moderate,High,High,n/a,n/a,n/a,Worcester,2.6951201,3.27024007,0.57512599,2016.22546387,38.26358262,-75.12748862
11137,489298.774493,4235197.23155,No,Very High,High,Very High,Very High,Very High,Very High,No,No,Yes,No,No,High,High,Low,n/a,n/a,n/a,Worcester,4.56401014,4.84313011,0.27911901,2587.88208008,38.26437534,-75.1210066
11138,343548.774493,4234947.23155,No,Very Low,Moderate,Moderate,Moderate,High,Very Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,2.05762005,2.45664001,0.399019,18.05618858,38.24998957,-76.7868952
11139,348048.774493,4234947.23155,Yes,High,Moderate,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.94183004,2.31838989,0.37656301,0,38.24904944,-76.73591251
11140,348548.774493,4234947.23155,Yes,Very Low,Moderate,Moderate,Moderate,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,2.05762005,2.45664001,0.399019,2.82940388,38.25014898,-76.73132336
11141,350048.774493,4234947.23155,Yes,High,Moderate,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,High,Very Low,Tier 2,St. Mary's,2.27180004,2.71234989,0.440552,1117.21557617,38.24771877,-76.71226683
11142,350298.774493,4234947.23155,Yes,High,Moderate,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,High,Very Low,Tier 2,St. Mary's,2.14394999,2.55971003,0.415759,1209.99804688,38.24832341,-76.71011685
11143,351048.774493,4234947.23155,Yes,Very High,Low,Moderate,Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Low,Tier 1,St. Mary's,2.54630995,3.0401001,0.49378601,1317.1027832,38.2495375,-76.70088669
11144,353298.774493,4234947.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Moderate,Very High,High,Tier 2,St. Mary's,1.65978003,1.98164999,0.32186699,234.49650574,38.24878688,-76.67505826
11145,354548.774493,4234947.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Moderate,Tier 2,St. Mary's,1.94183004,2.31838989,0.37656301,35.61655045,38.24855037,-76.66005124
11146,354798.774493,4234947.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.94183004,2.31838989,0.37656301,34.82990265,38.24855357,-76.65941783
11147,355048.774493,4234947.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Moderate,Very High,Low,Tier 2,St. Mary's,1.65978003,1.98164999,0.32186699,103.44528198,38.24844738,-76.65713681
11148,355298.774493,4234947.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,High,Low,n/a,St. Mary's,1.71254003,1.98164999,0.269106,105.34015656,38.24898525,-76.65252102
11149,377798.774493,4234947.23155,No,High,Very Low,Moderate,High,Very Low,Moderate,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,2.21210003,2.55971003,0.347606,477.3722229,38.25401456,-76.39815779
11150,396798.774493,4234947.23155,No,Low,Very High,High,High,High,High,Yes,Yes,No,No,Yes,High,High,High,Very High,Very High,Tier 1,Dorchester,3.23123002,3.86139989,0.63016802,68.89151764,38.25699038,-76.17891558
11151,397298.774493,4234947.23155,Yes,Low,Very High,High,Low,High,Low,Yes,Yes,No,No,Yes,Moderate,High,High,Very High,Very High,Tier 1,Dorchester,2.65069008,3.16763997,0.516949,38.58964539,38.25645378,-76.17397971
11152,397798.774493,4234947.23155,Yes,Very High,Very High,High,Moderate,High,Low,Yes,Yes,No,No,Yes,High,High,High,Very High,Very High,Tier 1,Dorchester,3.20157003,3.82595992,0.624385,519.49530029,38.25672441,-76.16813477
11153,403298.774493,4234947.23155,Yes,Very High,Very High,High,High,Very High,Moderate,Yes,No,No,No,Yes - dense,High,High,High,n/a,n/a,n/a,Dorchester,3.75629997,4.3610301,0.604725,2521.68286133,38.25837705,-76.10424967
11154,409298.774493,4234947.23155,Yes,Very High,Very High,High,Moderate,Moderate,Moderate,Yes,Yes,No,No,No,High,High,High,Very High,High,Tier 1,Dorchester,3.25890994,3.89088011,0.63197398,734.38433838,38.25743715,-76.03821225
11155,414798.774493,4234947.23155,Yes,Very High,Very High,High,Moderate,High,High,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.8368001,4.22419977,0.38740301,5312.3046875,38.25882377,-75.97346909
11156,416798.774493,4234947.23155,Yes,Very High,Very High,High,Low,High,Moderate,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.47508001,3.82595992,0.35088,3455.66845703,38.25880483,-75.95223436
